CLIENT_ID,DIGITAL_CLIENT,HOME_OWNER,OWN_INSURANCE_CAR,CLIENTE_DIGITAL,MESES_CONSECUTIVOS,MESES_TOTALES,TASA_RETENCION,SEGMENTO_FIDELIDAD
ES182105107G,false,false,false,NO,8,9,88.88888888888889,ALTA_FIDELIDAD
ES182105131R,false,false,false,NO,34,38,89.47368421052632,ALTA_FIDELIDAD
ES182105151Q,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105178G,false,false,false,NO,3,4,75.0,MEDIA_FIDELIDAD
ES182105241H,false,false,false,NO,29,32,90.625,ALTA_FIDELIDAD
ES182105260V,false,false,false,NO,8,9,88.88888888888889,ALTA_FIDELIDAD
ES182105283W,false,false,false,NO,9,10,90.0,ALTA_FIDELIDAD
ES182105296V,false,false,false,NO,13,15,86.66666666666667,ALTA_FIDELIDAD
ES182105304Y,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105346L,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182105362N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105364H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105365X,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105383G,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105391C,false,false,false,NO,83,93,89.24731182795699,ALTA_FIDELIDAD
ES182105397Q,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105444C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105458O,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105506Y,false,false,false,NO,11,12,91.66666666666666,ALTA_FIDELIDAD
ES182105507A,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105535Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105556Z,false,false,false,NO,33,37,89.1891891891892,ALTA_FIDELIDAD
ES182105591R,false,false,false,NO,16,18,88.88888888888889,ALTA_FIDELIDAD
ES182105596C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105610G,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105624F,false,false,false,NO,32,35,91.42857142857143,ALTA_FIDELIDAD
ES182105628Q,false,false,false,NO,15,17,88.23529411764706,ALTA_FIDELIDAD
ES182105667O,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105695S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105716J,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105717G,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105810T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182105948F,false,false,false,NO,64,72,88.88888888888889,ALTA_FIDELIDAD
ES182105962Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106030S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106031I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106063N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106077M,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106096O,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106113U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106143H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106278W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106279O,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106289C,false,false,false,NO,11,13,84.61538461538461,ALTA_FIDELIDAD
ES182106294A,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106300W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106303D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106340P,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182106403J,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106436W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106448D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106471B,false,false,false,NO,85,95,89.47368421052632,ALTA_FIDELIDAD
ES182106533F,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106547J,false,false,false,NO,4,5,80.0,ALTA_FIDELIDAD
ES182106571X,false,false,false,NO,22,24,91.66666666666666,ALTA_FIDELIDAD
ES182106646Y,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106667W,false,false,false,NO,20,22,90.9090909090909,ALTA_FIDELIDAD
ES182106675D,false,false,false,NO,35,39,89.74358974358975,ALTA_FIDELIDAD
ES182106809D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106918T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182106921Z,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182106928Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107015U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107054O,false,false,false,NO,8,9,88.88888888888889,ALTA_FIDELIDAD
ES182107063E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107070G,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107151T,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182107273V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107321F,false,false,false,NO,22,25,88.0,ALTA_FIDELIDAD
ES182107331M,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107420O,false,false,false,NO,72,80,90.0,ALTA_FIDELIDAD
ES182107461K,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107464C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107467G,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107504Z,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182107508T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107553F,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107586Q,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107676H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107696E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107720X,false,false,false,NO,18,20,90.0,ALTA_FIDELIDAD
ES182107726X,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107812H,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182107858A,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107891G,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107900Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107910R,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107911Q,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107919O,false,false,false,NO,13,15,86.66666666666667,ALTA_FIDELIDAD
ES182107923Z,true,false,false,SI,81,90,90.0,ALTA_FIDELIDAD
ES182107956B,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182107982Q,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108032I,false,false,false,NO,8,9,88.88888888888889,ALTA_FIDELIDAD
ES182108036C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108095F,false,false,false,NO,31,34,91.17647058823529,ALTA_FIDELIDAD
ES182108099G,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108160D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108182P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108193J,false,false,false,NO,75,83,90.36144578313254,ALTA_FIDELIDAD
ES182108199M,false,false,false,NO,81,90,90.0,ALTA_FIDELIDAD
ES182108201O,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108206D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108224Y,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108300T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108310V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108326D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108371F,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108379J,false,false,false,NO,37,41,90.2439024390244,ALTA_FIDELIDAD
ES182108385K,false,false,false,NO,76,85,89.41176470588236,ALTA_FIDELIDAD
ES182108434U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108444B,false,false,false,NO,5,6,83.33333333333334,ALTA_FIDELIDAD
ES182108495H,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182108504N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108529J,false,false,false,NO,4,5,80.0,ALTA_FIDELIDAD
ES182108553Y,false,false,false,NO,9,10,90.0,ALTA_FIDELIDAD
ES182108599G,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108615V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108705W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108708F,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182108772F,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182108790L,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108828L,false,false,false,NO,25,28,89.28571428571429,ALTA_FIDELIDAD
ES182108855O,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108866E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182108868G,false,false,false,NO,75,84,89.28571428571429,ALTA_FIDELIDAD
ES182108894Q,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182108907Z,true,false,false,SI,29,32,90.625,ALTA_FIDELIDAD
ES182108955S,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182109054T,false,false,false,NO,7,8,87.5,ALTA_FIDELIDAD
ES182109120Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109190Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109253A,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109284L,true,false,false,SI,9,10,90.0,ALTA_FIDELIDAD
ES182109285I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109295C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109354Y,false,false,false,NO,3,4,75.0,MEDIA_FIDELIDAD
ES182109386K,false,false,false,NO,71,79,89.87341772151899,ALTA_FIDELIDAD
ES182109426D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109447H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109454S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109470V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109520S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109547F,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109563I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109572H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109629I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109701X,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109725G,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109728G,false,false,false,NO,85,95,89.47368421052632,ALTA_FIDELIDAD
ES182109737I,false,false,false,NO,78,87,89.65517241379311,ALTA_FIDELIDAD
ES182109775T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109780D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182109844I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110025F,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110029F,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110039B,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110096N,false,false,false,NO,75,83,90.36144578313254,ALTA_FIDELIDAD
ES182110154V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110167R,false,false,false,NO,79,88,89.77272727272727,ALTA_FIDELIDAD
ES182110248S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110254S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110341P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110384B,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110414I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110452B,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110481C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110530E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110532I,false,false,false,NO,6,7,85.71428571428571,ALTA_FIDELIDAD
ES182110563D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110566A,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110728R,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110813Q,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110854N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110927U,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110957W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182110972S,false,false,false,NO,34,38,89.47368421052632,ALTA_FIDELIDAD
ES182111099N,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182111144U,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182111154O,false,false,false,NO,13,15,86.66666666666667,ALTA_FIDELIDAD
ES182111260X,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111264L,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111331O,false,false,false,NO,7,8,87.5,ALTA_FIDELIDAD
ES182111426A,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111459L,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182111515V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111551Q,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182111589V,false,false,false,NO,7,8,87.5,ALTA_FIDELIDAD
ES182111602J,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111647A,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111702W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111718N,false,false,false,NO,32,36,88.88888888888889,ALTA_FIDELIDAD
ES182111862B,true,false,false,SI,,,0.0,BAJA_FIDELIDAD
ES182111936D,false,false,false,NO,33,37,89.1891891891892,ALTA_FIDELIDAD
ES182111971P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182111986N,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112047T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112050L,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112079W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112118U,false,false,false,NO,12,14,85.71428571428571,ALTA_FIDELIDAD
ES182112121Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112174J,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112228E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112251O,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112258T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112272I,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112289D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112290C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112417J,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112495Y,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112512H,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112522G,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112558Y,false,false,false,NO,13,15,86.66666666666667,ALTA_FIDELIDAD
ES182112640D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112657Y,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112658F,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112668C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112678A,false,false,false,NO,38,42,90.47619047619048,ALTA_FIDELIDAD
ES182112686S,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112782E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112789D,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112833T,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112839Q,false,false,false,NO,13,15,86.66666666666667,ALTA_FIDELIDAD
ES182112853Y,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112919P,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182112986E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113055T,false,false,false,NO,13,15,86.66666666666667,ALTA_FIDELIDAD
ES182113069C,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113091Q,false,false,false,NO,86,96,89.58333333333334,ALTA_FIDELIDAD
ES182113110B,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113144Z,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113182Z,false,false,false,NO,4,5,80.0,ALTA_FIDELIDAD
ES182113196E,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113224C,false,false,false,NO,7,8,87.5,ALTA_FIDELIDAD
ES182113282V,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
ES182113299W,false,false,false,NO,,,0.0,BAJA_FIDELIDAD
