CLIENT_ID,GASTO_TOTAL,SALDO_PROMEDIO,LIMITE_MAXIMO,GASTO_POR_TRANSACCION,PORCENTAJE_USO_LIMITE,TOTAL_INCOME,AMOUNT_PRODUCT,NUMBER_OF_PRODUCTS,NAME_PRODUCT_TYPE,RENTABILIDAD_ESTIMADA,RANK_VALOR,SEGMENTO_VALOR
ES182175270Q,63416.55000000001,151.64285714285717,8640.0,4529.753571428572,1.7551256613756616,5400.0,18552.24,1.0,PRODUCT 1,-58016.55000000001,6.949723096970355E-4,A - ALTO VALOR
ES182142814K,62694.0,1008.654210526316,2700.0,1649.842105263158,37.35756335282652,2700.0,18552.24,1.0,PRODUCT 1,-59994.0,7.166901943750679E-4,A - ALTO VALOR
ES182250483A,62236.99,1968.8516666666667,4050.0,5186.4158333333335,48.61362139917696,1890.0,5333.04,0.0,PRODUCT 1,-60346.99,7.384080790531002E-4,A - ALTO VALOR
ES182427865Q,61946.12000000001,2406.240555555555,10800.0,3441.4511111111115,22.28000514403292,3780.0,13152.24,0.0,PRODUCT 1,-58166.12000000001,7.601259637311326E-4,A - ALTO VALOR
ES182236057M,61694.01,3237.418636363637,8640.0,2804.273181818182,37.47012310606061,5400.0,12947.36,3.0,PRODUCT 1,-56294.01,7.818438484091649E-4,A - ALTO VALOR
ES182403045X,59440.020000000004,6979.276874999999,9180.0,3715.0012500000003,76.0269812091503,2700.0,10024.56,2.0,PRODUCT 1,-56740.020000000004,8.035617330871973E-4,A - ALTO VALOR
ES182428857G,59251.04,3332.2961904761896,8100.0,2821.478095238095,41.13945914168136,3780.0,15460.2,6.0,PRODUCT 1,-55471.04,8.252796177652296E-4,A - ALTO VALOR
ES182417710V,59065.01999999998,913.8615789473686,2700.0,1554.3426315789468,33.846725146198835,4158.0,8420.76,7.0,PRODUCT 1,-54907.01999999998,8.469975024432621E-4,A - ALTO VALOR
ES182142152J,58258.86,1839.0134782608698,10800.0,2532.993913043478,17.027902576489534,4320.0,12938.4,5.0,PRODUCT 1,-53938.86,8.687153871212944E-4,A - ALTO VALOR
ES182422431E,57635.40999999999,918.5531192660551,8100.0,528.765229357798,11.340161966247592,6912.0,32248.26,,PRODUCT 1,-50723.40999999999,8.904332717993268E-4,A - ALTO VALOR
ES182277284C,57576.670000000006,1341.7504347826089,5400.0,2503.33347826087,24.847230273752015,1350.0,6255.36,2.0,PRODUCT 1,-56226.670000000006,9.121511564773591E-4,A - ALTO VALOR
ES182350502N,56695.76,5031.602142857142,10800.0,4049.697142857143,46.58890873015872,4590.0,5400.0,1.0,PRODUCT 1,-52105.76,9.338690411553914E-4,A - ALTO VALOR
ES182236269P,56492.810000000005,921.1017857142858,5400.0,2017.6003571428573,17.05744047619048,4320.0,5400.0,1.0,PRODUCT 1,-52172.810000000005,9.555869258334238E-4,A - ALTO VALOR
ES182242575R,56452.62999999999,3418.537777777778,5400.0,2090.838148148148,63.30625514403293,2700.0,5400.0,9.0,PRODUCT 1,-53752.62999999999,9.773048105114561E-4,A - ALTO VALOR
ES182388717C,54965.98,661.8617857142857,5400.0,1963.0707142857143,12.256699735449736,2700.0,7694.08,3.0,PRODUCT 1,-52265.98,9.990226951894885E-4,A - ALTO VALOR
ES182243270Y,53865.88,1498.998157894737,5400.0,1417.5231578947369,27.759225146198833,3780.0,10854.0,6.0,PRODUCT 1,-50085.88,0.001020740579867521,A - ALTO VALOR
ES182173444P,53537.11,3737.8019230769232,7020.0,2059.1196153846154,53.24504163927241,5130.0,14850.0,2.0,PRODUCT 1,-48407.11,0.0010424584645455533,A - ALTO VALOR
ES182442416Y,52965.06,4137.485,5400.0,3783.218571428571,76.62009259259258,1350.0,6540.48,1.0,PRODUCT 1,-51615.06,0.0010641763492235856,A - ALTO VALOR
ES182147397T,52694.740000000005,1129.205972222222,5400.0,731.871388888889,20.911221707818928,3240.0,10800.0,3.0,PRODUCT 1,-49454.740000000005,0.001085894233901618,A - ALTO VALOR
ES182268146B,52438.130000000005,3890.9865625000007,5400.0,1638.6915625000001,72.05530671296297,3240.0,11307.6,2.0,PRODUCT 1,-49198.130000000005,0.0011076121185796504,A - ALTO VALOR
ES182436756T,51765.490000000005,1150.45,2700.0,7395.070000000001,42.60925925925926,2700.0,8100.0,,PRODUCT 1,-49065.490000000005,0.0011293300032576828,A - ALTO VALOR
ES182138441G,51499.54,1195.2072727272725,9180.0,4681.776363636363,13.019687066745888,2700.0,12420.0,2.0,PRODUCT 1,-48799.54,0.001151047887935715,A - ALTO VALOR
ES182241674I,50041.149999999994,1229.98375,7020.0,3127.5718749999996,17.52113603988604,5400.0,4179.17,3.0,PRODUCT 1,-44641.149999999994,0.0011727657726137474,A - ALTO VALOR
ES182422178T,49129.08,1225.6994999999995,5400.0,1228.227,22.69813888888888,3780.0,9383.04,3.0,PRODUCT 1,-45349.08,0.0011944836572917797,A - ALTO VALOR
ES182185909K,48661.26,1833.5845000000004,5400.0,1216.5315,33.95526851851853,4320.0,13392.92,4.0,PRODUCT 1,-44341.26,0.0012162015419698122,A - ALTO VALOR
ES182260778J,48649.89000000001,807.570303030303,2700.0,1474.2390909090911,29.910011223344558,8100.0,8100.0,3.0,PRODUCT 1,-40549.89000000001,0.0012379194266478445,A - ALTO VALOR
ES182169335L,47845.67999999999,1096.8082608695652,9180.0,2080.246956521739,11.947802405986549,3240.0,7020.0,1.0,PRODUCT 1,-44605.67999999999,0.0012596373113258768,A - ALTO VALOR
ES182407490O,47767.19,2364.440909090909,8640.0,2171.235909090909,27.366214225589225,8100.0,16552.51,3.0,PRODUCT 1,-39667.19,0.0012813551960039091,A - ALTO VALOR
ES182316783R,46892.07,2156.9825,8640.0,1465.3771875,24.96507523148148,4860.0,10800.0,,PRODUCT 1,-42032.07,0.0013030730806819417,A - ALTO VALOR
ES182336288G,46654.93,1733.96,9180.0,2744.4076470588234,18.888453159041394,5400.0,4320.0,,PRODUCT 1,-41254.93,0.001324790965359974,A - ALTO VALOR
ES182167150T,46351.670000000006,2078.7999999999997,5400.0,2207.222380952381,38.496296296296286,4320.0,15941.02,4.0,PRODUCT 1,-42031.670000000006,0.0013465088500380063,A - ALTO VALOR
ES182395876T,46172.87999999999,2499.2605,9180.0,2308.6439999999993,27.22505991285403,3240.0,10206.0,,PRODUCT 1,-42932.87999999999,0.0013682267347160386,A - ALTO VALOR
ES182194490C,46159.13,2987.00052631579,6480.0,2429.427894736842,46.09568713450293,2160.0,7020.0,1.0,PRODUCT 1,-43999.13,0.001389944619394071,A - ALTO VALOR
ES182120142Y,46157.17,1889.5036666666667,5400.0,1538.5723333333333,34.990808641975306,1620.0,13500.0,4.0,PRODUCT 1,-44537.17,0.0014116625040721034,A - ALTO VALOR
ES182187702L,46053.8,323.53736842105263,9180.0,2423.884210526316,3.52437220502236,4320.0,9720.0,4.0,PRODUCT 1,-41733.8,0.0014333803887501358,A - ALTO VALOR
ES182214834G,45945.53999999999,1842.8780645161291,5400.0,1482.114193548387,34.1273715651135,3240.0,8476.92,4.0,PRODUCT 1,-42705.53999999999,0.001455098273428168,A - ALTO VALOR
ES182116388P,45713.32999999998,1333.3193617021275,2160.0,486.31202127659554,61.72774822695034,4320.0,21600.0,2.0,PRODUCT 1,-41393.32999999998,0.0014768161581062004,A - ALTO VALOR
ES182427436H,45699.5,1076.5645161290322,5400.0,1474.1774193548388,19.93637992831541,2480.38,5400.0,2.0,PRODUCT 1,-43219.12,0.001498534042784233,A - ALTO VALOR
ES182326140D,45603.09,1111.5074193548385,5400.0,1471.0674193548386,20.583470728793305,4590.0,11610.0,6.0,PRODUCT 1,-41013.09,0.0015202519274622652,A - ALTO VALOR
ES182119722Q,45384.78,2677.70975,5400.0,1134.6195,49.587217592592594,2160.0,9288.0,6.0,PRODUCT 1,-43224.78,0.0015419698121402975,A - ALTO VALOR
ES182187804H,45245.78,4059.9312500000005,10260.0,1413.930625,39.57048001949318,3240.0,6480.0,8.0,PRODUCT 1,-42005.78,0.0015636876968183298,A - ALTO VALOR
ES182339715N,45223.16,6216.373636363636,8640.0,4111.196363636364,71.94876893939394,2430.0,8757.5,4.0,PRODUCT 1,-42793.16,0.0015854055814963621,A - ALTO VALOR
ES182278648S,45214.07000000001,1085.191818181818,10800.0,4110.370000000001,10.04807239057239,2430.0,17611.34,3.0,PRODUCT 1,-42784.07000000001,0.0016071234661743947,A - ALTO VALOR
ES182152922C,44776.34,947.6593749999998,2700.0,2798.52125,35.098495370370365,2700.0,23976.0,,PRODUCT 1,-42076.34,0.001628841350852427,A - ALTO VALOR
ES182195582A,44545.590000000004,4001.2246153846163,10800.0,1713.2919230769232,37.04837606837608,4050.0,6112.8,3.0,PRODUCT 1,-40495.590000000004,0.0016505592355304593,A - ALTO VALOR
ES182286196E,44240.9,3571.4669999999996,9180.0,1474.6966666666667,38.90486928104575,3780.0,9489.96,3.0,PRODUCT 1,-40460.9,0.0016722771202084916,A - ALTO VALOR
ES182319744F,44172.630000000005,2879.8646511627903,5400.0,1027.2704651162792,53.33082687338501,1512.0,3780.0,,PRODUCT 1,-42660.630000000005,0.0016939950048865241,A - ALTO VALOR
ES182150922Y,44036.77,734.2878571428572,5400.0,3145.4835714285714,13.597923280423283,2430.0,17857.91,0.0,PRODUCT 1,-41606.77,0.0017157128895645564,A - ALTO VALOR
ES182421965C,43746.770000000004,516.0274193548388,8640.0,1411.1861290322581,5.97253957586619,5400.0,11655.36,5.0,PRODUCT 1,-38346.770000000004,0.0017374307742425888,A - ALTO VALOR
ES182252747L,43529.590000000004,2560.958235294118,6480.0,2560.564117647059,39.52096042120552,1890.0,3662.66,2.0,PRODUCT 1,-41639.590000000004,0.001759148658920621,A - ALTO VALOR
ES182298686S,43506.56999999999,1385.3841176470587,10800.0,2559.2099999999996,12.827630718954246,1620.0,3616.81,1.0,PRODUCT 1,-41886.56999999999,0.0017808665435986536,A - ALTO VALOR
ES182452696J,43298.11,754.061052631579,5400.0,1139.423947368421,13.964093567251462,4860.0,8100.0,5.0,PRODUCT 1,-38438.11,0.001802584428276686,A - ALTO VALOR
ES182432305K,43266.4,1459.8956756756754,5400.0,1169.3621621621621,27.0351051051051,3240.0,11394.0,,PRODUCT 1,-40026.4,0.0018243023129547182,A - ALTO VALOR
ES182156583P,43022.72,2395.59962962963,5400.0,1593.434074074074,44.362956104252405,2538.0,7084.04,1.0,PRODUCT 1,-40484.72,0.0018460201976327505,A - ALTO VALOR
ES182121541X,42581.51,4344.030454545454,9180.0,1935.523181818182,47.32059318676965,3780.0,6255.36,6.0,PRODUCT 1,-38801.51,0.0018677380823107828,A - ALTO VALOR
ES182320029W,42408.9,1843.2670270270269,5400.0,1146.1864864864865,34.13457457457457,4860.0,12029.47,3.0,PRODUCT 1,-37548.9,0.0018894559669888154,A - ALTO VALOR
ES182441581K,42349.76,1749.485,9180.0,4234.976000000001,19.057570806100216,3132.0,11502.0,3.0,PRODUCT 1,-39217.76,0.0019111738516668477,A - ALTO VALOR
ES182273614Y,42197.29,1655.241875,5400.0,1318.6653125,30.65262731481481,3780.0,11655.36,4.0,PRODUCT 1,-38417.29,0.00193289173634488,A - ALTO VALOR
ES182423188K,41952.43000000001,6125.1544,10800.0,1678.0972000000004,56.7143925925926,3780.0,8741.52,2.0,PRODUCT 1,-38172.43000000001,0.0019546096210229123,A - ALTO VALOR
ES182182637K,41827.509999999995,630.4,3780.0,1394.2503333333332,16.677248677248677,3780.0,8741.52,,PRODUCT 1,-38047.509999999995,0.0019763275057009446,A - ALTO VALOR
ES182202178K,41774.4,4326.280277777778,5400.0,1160.4,80.11630144032922,1836.0,5827.68,5.0,PRODUCT 1,-39938.4,0.001998045390378977,A - ALTO VALOR
ES182383498K,41122.479999999996,709.31,10800.0,3738.4072727272724,6.5676851851851845,1620.0,5376.67,2.0,PRODUCT 1,-39502.479999999996,0.0020197632750570097,A - ALTO VALOR
ES182281886J,40942.63999999999,1637.5042857142855,9180.0,1949.6495238095235,17.83773731714908,1512.0,6210.0,8.0,PRODUCT 1,-39430.63999999999,0.002041481159735042,A - ALTO VALOR
ES182155853Q,40884.76,1805.8591666666664,4860.0,3407.0633333333335,37.15759602194787,2700.0,5346.0,5.0,PRODUCT 1,-38184.76,0.0020631990444130743,A - ALTO VALOR
ES182127312L,40558.9,5221.9675,9720.0,2534.93125,53.72394547325102,3240.0,5454.0,4.0,PRODUCT 1,-37318.9,0.0020849169290911066,A - ALTO VALOR
ES182142797F,40500.0,2346.7304166666668,8100.0,1687.5,28.9719804526749,5400.0,11655.36,1.0,PRODUCT 1,-35100.0,0.002106634813769139,A - ALTO VALOR
ES182173462I,40437.13,1844.5373684210526,3240.0,2128.27,56.9301656920078,2160.0,5616.0,1.0,PRODUCT 1,-38277.13,0.002128352698447171,A - ALTO VALOR
ES182138716S,40336.62,469.5124999999999,3240.0,420.173125,14.491126543209873,2700.0,12269.23,,PRODUCT 1,-37636.62,0.0021500705831252035,A - ALTO VALOR
ES182292423Q,40284.47,4898.676315789475,9180.0,2120.2352631578947,53.36248710010321,2160.0,13458.91,4.0,PRODUCT 1,-38124.47,0.002171788467803236,A - ALTO VALOR
ES182348766F,40161.87,801.6162222222223,1620.0,446.24300000000005,49.482482853223594,2160.0,14580.0,2.0,PRODUCT 1,-38001.87,0.002193506352481268,A - ALTO VALOR
ES182426607U,40134.41999999999,4509.165555555555,10260.0,1486.4599999999996,43.948982022958624,2970.0,8035.2,7.0,PRODUCT 1,-37164.41999999999,0.002215224237159301,A - ALTO VALOR
ES182447211O,40093.39,4775.6012,9180.0,1603.7356,52.021799564270154,5130.0,12420.0,5.0,PRODUCT 1,-34963.39,0.002236942121837333,A - ALTO VALOR
ES182387903C,40019.020000000004,3246.565263157894,9180.0,2106.264210526316,35.365634674922596,4860.0,4776.19,3.0,PRODUCT 1,-35159.020000000004,0.0022586600065153655,A - ALTO VALOR
ES182289669F,39691.700000000004,5219.030833333333,10800.0,3307.641666666667,48.32435956790123,4860.0,3769.2,3.0,PRODUCT 1,-34831.700000000004,0.002280377891193398,A - ALTO VALOR
ES182420310M,39509.96000000001,198.51307692307694,2160.0,3039.227692307693,9.19042022792023,4320.0,8100.0,4.0,PRODUCT 1,-35189.96000000001,0.00230209577587143,A - ALTO VALOR
ES182231991Q,39291.45999999999,3366.435599999999,10800.0,1571.6583999999996,31.17069999999999,2160.0,8216.48,7.0,PRODUCT 1,-37131.45999999999,0.0023238136605494624,A - ALTO VALOR
ES182114225V,38976.450000000004,1760.5857142857142,5400.0,928.0107142857144,32.603439153439155,3780.0,13561.34,7.0,PRODUCT 1,-35196.450000000004,0.0023455315452274948,A - ALTO VALOR
ES182134422N,38975.63,1383.7581249999998,8640.0,2435.976875,16.01571903935185,13500.0,16552.51,1.0,PRODUCT 1,-25475.629999999997,0.002367249429905527,A - ALTO VALOR
ES182126391O,38784.72000000001,5127.841153846153,10800.0,1491.7200000000003,47.480010683760675,6480.0,13366.08,4.0,PRODUCT 1,-32304.72000000001,0.0023889673145835594,A - ALTO VALOR
ES182386251T,38477.060000000005,3524.9076923076927,10800.0,2959.7738461538465,32.63803418803419,4320.0,12795.84,,PRODUCT 1,-34157.060000000005,0.002410685199261592,A - ALTO VALOR
ES182289518F,38400.48,7520.202727272727,9180.0,1745.4763636363639,81.91941968706674,2700.0,1620.0,3.0,PRODUCT 1,-35700.48,0.0024324030839396244,A - ALTO VALOR
ES182429244P,38044.52,4513.6978947368425,5400.0,1001.1715789473683,83.58699805068227,4320.0,3056.4,1.0,PRODUCT 1,-33724.52,0.0024541209686176567,A - ALTO VALOR
ES182386796T,37985.369999999995,2597.325,10800.0,1899.2684999999997,24.049305555555552,2700.0,5400.0,,PRODUCT 1,-35285.369999999995,0.002475838853295689,A - ALTO VALOR
ES182345383C,37773.0,3535.81,10800.0,2360.8125,32.73898148148148,3780.0,11797.92,2.0,PRODUCT 1,-33993.0,0.0024975567379737214,A - ALTO VALOR
ES182376439B,37427.409999999996,1440.1804347826087,5400.0,813.6393478260869,26.67000805152979,3240.0,21600.0,2.0,PRODUCT 1,-34187.409999999996,0.0025192746226517537,A - ALTO VALOR
ES182293299X,37117.58,2375.8641176470587,5400.0,1091.6935294117648,43.99748366013071,2700.0,3753.22,0.0,PRODUCT 1,-34417.58,0.002540992507329786,A - ALTO VALOR
ES182145581A,37018.770000000004,3761.812058823529,5400.0,1088.7873529411766,69.6631862745098,5400.0,18894.38,,PRODUCT 1,-31618.770000000004,0.0025627103920078183,A - ALTO VALOR
ES182237357E,36801.28999999999,980.08,10800.0,2628.663571428571,9.074814814814815,4763.07,17778.42,2.0,PRODUCT 1,-32038.219999999994,0.0025844282766858506,A - ALTO VALOR
ES182284790V,36737.479999999996,5846.627272727273,9180.0,1669.8854545454544,63.68875024757378,3240.0,14223.38,,PRODUCT 1,-33497.479999999996,0.0026061461613638833,A - ALTO VALOR
ES182201128A,36440.44,269.959375,2430.0,2277.5275,11.109439300411523,1674.0,7722.0,1.0,PRODUCT 1,-34766.44,0.0026278640460419157,A - ALTO VALOR
ES182400426P,36381.49,631.0214102564104,5400.0,466.42935897435893,11.685581671415008,2700.0,5940.0,,PRODUCT 1,-33681.49,0.002649581930719948,A - ALTO VALOR
ES182260448S,36317.29,5352.047179487178,5400.0,931.2125641025641,99.11198480531812,6588.0,9062.28,5.0,PRODUCT 1,-29729.29,0.0026712998153979803,A - ALTO VALOR
ES182219626A,36237.09,7193.505263157894,10800.0,1907.2152631578945,66.60653021442494,2430.0,7680.96,5.0,PRODUCT 1,-33807.09,0.0026930177000760126,A - ALTO VALOR
ES182374499I,36236.86,4391.950555555556,5400.0,2013.158888888889,81.33241769547325,3240.0,5755.64,3.0,PRODUCT 1,-32996.86,0.002714735584754045,A - ALTO VALOR
ES182206223I,36149.39999999999,806.7927777777778,2970.0,1004.1499999999996,27.164739992517774,3402.0,5400.0,4.0,PRODUCT 1,-32747.399999999987,0.002736453469432077,A - ALTO VALOR
ES182305409V,35949.95,5453.264347826088,9180.0,1563.0413043478259,59.40375106564366,4860.0,8100.0,3.0,PRODUCT 1,-31089.949999999997,0.0027581713541101095,A - ALTO VALOR
ES182261432R,35933.24,1082.393142857143,5400.0,1026.664,20.044317460317462,3240.0,16902.0,1.0,PRODUCT 1,-32693.239999999998,0.002779889238788142,A - ALTO VALOR
ES182238594A,35913.64,4043.7927777777772,8100.0,1995.2022222222222,49.92336762688614,2700.0,14221.44,,PRODUCT 1,-33213.64,0.0028016071234661746,A - ALTO VALOR
ES182170946I,35788.36,3866.0876470588237,5400.0,1052.5988235294117,71.59421568627451,6480.0,9580.9,2.0,PRODUCT 1,-29308.36,0.002823325008144207,A - ALTO VALOR
ES182255002X,35764.89,1273.9602298850573,5400.0,411.0906896551724,23.591856108982544,2160.0,5827.68,5.0,PRODUCT 1,-33604.89,0.002845042892822239,A - ALTO VALOR
ES182308704W,35755.91,4884.525789473685,9720.0,1881.89,50.25232293697207,4050.0,5970.24,,PRODUCT 1,-31705.910000000003,0.0028667607775002715,A - ALTO VALOR
ES182246647C,35732.33,712.4470967741936,3240.0,1152.655806451613,21.98910792512943,2700.0,9832.7,6.0,PRODUCT 1,-33032.33,0.002888478662178304,A - ALTO VALOR
ES182206248D,35706.7,828.6431578947368,5400.0,939.65,15.345243664717348,2160.0,10800.0,1.0,PRODUCT 1,-33546.7,0.002910196546856336,A - ALTO VALOR
ES182403420G,35567.530000000006,903.5546153846154,5940.0,1367.9819230769233,15.211357161357162,5400.0,5827.68,2.0,PRODUCT 1,-30167.530000000006,0.0029319144315343684,A - ALTO VALOR
ES182245114F,35332.40999999999,1055.1886666666667,5940.0,392.5823333333332,17.7641189674523,4860.0,12938.4,4.0,PRODUCT 1,-30472.40999999999,0.0029536323162124008,A - ALTO VALOR
ES182312457P,35317.340000000004,1949.462142857143,7020.0,2522.667142857143,27.770115995115997,4860.0,4278.96,3.0,PRODUCT 1,-30457.340000000004,0.002975350200890433,A - ALTO VALOR
ES182432913R,35277.92,2288.9145652173916,5130.0,766.9113043478261,44.61821764556319,4320.0,7401.13,7.0,PRODUCT 1,-30957.92,0.002997068085568466,A - ALTO VALOR
ES182368861M,35272.99,2398.527692307692,7020.0,2713.306923076923,34.16706114398422,5400.0,13366.08,1.0,PRODUCT 1,-29872.989999999998,0.003018785970246498,A - ALTO VALOR
ES182291605P,35228.69999999999,4305.238157894736,5400.0,927.0710526315787,79.72663255360622,1836.0,4320.0,4.0,PRODUCT 1,-33392.69999999999,0.0030405038549245304,A - ALTO VALOR
ES182153085P,35017.37,2175.858571428571,5400.0,1667.4938095238097,40.29367724867724,1620.0,13284.0,2.0,PRODUCT 1,-33397.37,0.0030622217396025627,A - ALTO VALOR
ES182299362E,34735.990000000005,1103.3729166666665,3240.0,361.83322916666674,34.054719650205755,1890.0,10800.0,2.0,PRODUCT 1,-32845.990000000005,0.003083939624280595,A - ALTO VALOR
ES182371620S,34621.5,766.4991666666666,3240.0,2885.125,23.657381687242797,1890.0,8154.0,0.0,PRODUCT 1,-32731.5,0.0031056575089586274,A - ALTO VALOR
ES182339932B,34411.729999999996,3837.4926315789476,9180.0,1811.143684210526,41.80275197798417,3780.0,2702.05,1.0,PRODUCT 1,-30631.729999999996,0.0031273753936366597,A - ALTO VALOR
ES182306726C,34308.36,1204.099268292683,5400.0,836.7892682926829,22.298134598012652,4320.0,11062.33,4.0,PRODUCT 1,-29988.36,0.003149093278314692,A - ALTO VALOR
