CLIENT_ID,REACTIVE_SCORING,PROACTIVE_SCORING,BEHAVIORAL_SCORING,NON_COMPLIANT_CONTRACT,INSTALLMENT,TOTAL_INCOME,SCORE_PROMEDIO,RATIO_DEUDA_INGRESO,DIAS_DESDE_ULTIMA_ACTIVIDAD,SEGMENTO_ACTIVIDAD,TASA_RETENCION,PROBABILIDAD_ABANDONO,NIVEL_RIESGO
ES182186318H,0.6669035804524535,0.2394306412371149,0.501075160239048,false,358.61,2052.0,0.46913646064287207,17.476120857699804,0,ACTIVO,83.33333333333334,0.2,BAJO_RIESGO
ES182418016E,0.7113103044724551,0.7492161843770891,,false,570.46,3780.0,0.0,15.091534391534392,0,ACTIVO,91.30434782608695,0.2,BAJO_RIESGO
ES182163905Y,0.2450469916317828,0.5500525809100928,,false,314.6,810.0,0.0,38.83950617283951,31,MODERADO,90.9090909090909,0.4,MEDIO_RIESGO
ES182154119J,0.7909977360533219,0.6820403411283761,0.5673792367572691,false,268.38,1620.0,0.6801391046463223,16.566666666666666,0,ACTIVO,50.0,0.2,BAJO_RIESGO
ES182411045T,0.3874039396301118,0.6760832790133475,0.2866524828090694,false,462.67,4320.0,0.45004656715084296,10.709953703703704,0,ACTIVO,89.8876404494382,0.2,BAJO_RIESGO
ES182266452W,0.2683816443367998,0.5920787563897864,0.5154953751603267,false,434.43,1350.0,0.4586519252956376,32.18,0,ACTIVO,87.5,0.2,BAJO_RIESGO
ES182166698P,0.7692993842405126,0.7181062322668912,0.2225807646753351,false,437.51,2430.0,0.5699954603942462,18.00452674897119,31,MODERADO,90.625,0.4,MEDIO_RIESGO
ES182229710M,,0.494704659696657,,false,500.15,1890.0,0.0,26.462962962962962,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182225243S,,0.4777444661964258,0.4866531565147181,true,163.84,1350.0,0.0,12.136296296296296,0,ACTIVO,80.0,0.2,RIESGO_CONTRATO
ES182223963P,0.5860286800886958,0.6227750601946034,0.501075160239048,false,248.13,1350.0,0.569959633507449,18.38,31,MODERADO,90.0,0.4,MEDIO_RIESGO
ES182310492A,,0.6378815199430605,0.108924403541012,false,315.41,1080.0,0.0,29.20462962962963,31,MODERADO,88.88888888888889,0.4,MEDIO_RIESGO
ES182319130A,,0.2404395810670133,0.2340151665320674,false,327.4,1377.0,0.0,23.776325344952795,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182441954I,,0.6783681394559893,0.3842068130556564,false,62.91,1620.0,0.0,3.883333333333333,0,ACTIVO,90.32258064516128,0.2,BAJO_RIESGO
ES182222661K,0.6792575850887085,0.3552809047371169,,false,340.47,1566.0,0.0,21.74137931034483,0,ACTIVO,89.47368421052632,0.2,BAJO_RIESGO
ES182103165N,0.4132864435435368,0.3798469108968702,0.1862929496555374,false,431.24,2079.0,0.3264754346986481,20.742664742664743,0,ACTIVO,83.33333333333334,0.2,BAJO_RIESGO
ES182268589R,,0.328399203620278,0.2955826421513093,false,539.35,1620.0,0.0,33.29320987654321,0,ACTIVO,89.33333333333333,0.2,BAJO_RIESGO
ES182277161K,0.4079447856733134,0.51166612105313,0.5620604831738043,false,268.38,1620.0,0.4938904633000825,16.566666666666666,31,MODERADO,88.0,0.4,MEDIO_RIESGO
ES182325278Y,0.4323168179653445,0.5152060964263616,0.2940831009471255,false,317.36,1188.0,0.4138686717796105,26.713804713804716,0,ACTIVO,88.88888888888889,0.2,BAJO_RIESGO
ES182389768E,,0.6948854219346468,0.5656079814115492,false,350.95,1080.0,0.0,32.49537037037037,0,ACTIVO,87.5,0.2,BAJO_RIESGO
ES182414943Q,0.4542408939382054,0.3276087247507285,0.3016248916841194,true,433.4,2160.0,0.3611581701243511,20.064814814814813,0,ACTIVO,89.58333333333334,0.2,RIESGO_CONTRATO
ES182131097D,,0.0792091139666245,0.5954562029091491,true,92.29,2160.0,0.0,4.2726851851851855,0,ACTIVO,91.66666666666666,0.2,RIESGO_CONTRATO
ES182283583W,0.7235268936279198,0.61123665473342,,false,243.32,972.0,0.0,25.032921810699587,0,ACTIVO,91.48936170212765,0.2,BAJO_RIESGO
ES182405801N,0.4341313222725949,0.6990512678397577,0.2692857999073816,false,384.21,1944.0,0.46748946333991137,19.76388888888889,0,ACTIVO,0.0,0.6,MEDIO_RIESGO
ES182143771G,0.6657184556103825,0.3295819144421519,0.2567055724393002,true,437.51,1620.0,0.41733531416394487,27.006790123456792,0,ACTIVO,89.47368421052632,0.2,RIESGO_CONTRATO
ES182124287C,0.5848143971659417,0.1725474566710417,0.4848514754962666,false,426.82,1728.0,0.41407110977775,24.70023148148148,0,ACTIVO,89.77272727272727,0.2,BAJO_RIESGO
ES182189657V,,0.1019112284083783,0.6380435278721609,false,155.03,2700.0,0.0,5.741851851851852,31,MODERADO,85.71428571428571,0.4,MEDIO_RIESGO
ES182387617K,0.4197160495692689,0.6387448228943832,0.5673792367572691,false,176.96,1080.0,0.5419467030736405,16.385185185185186,0,ACTIVO,85.71428571428571,0.2,BAJO_RIESGO
ES182379297G,0.6499101979465752,0.6066229205460056,0.4614823912998385,false,592.76,8100.0,0.5726718365974731,7.3180246913580245,62,MODERADO,88.88888888888889,0.4,MEDIO_RIESGO
ES182226833C,0.7133046955655863,0.6378613150428755,,false,322.06,1080.0,0.0,29.82037037037037,0,ACTIVO,75.0,0.2,BAJO_RIESGO
ES182258667P,,0.7197235533947369,0.5280927512030451,false,369.09,3240.0,0.0,11.391666666666666,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182354786J,,0.5929815795035248,0.5902333386185574,false,173.12,1404.0,0.0,12.330484330484332,0,ACTIVO,83.33333333333334,0.2,BAJO_RIESGO
ES182451631D,,0.1879956611659352,0.1604889306273446,false,225.13,2052.0,0.0,10.971247563352826,93,POCO_ACTIVO,80.0,0.7,ALTO_RIESGO
ES182314064S,0.19176747916555,0.4241643560065737,,true,211.63,2160.0,0.0,9.797685185185186,31,MODERADO,87.5,0.4,MEDIO_RIESGO
ES182158448P,,0.5794511428089246,,false,446.36,1890.0,0.0,23.616931216931217,0,ACTIVO,80.0,0.2,BAJO_RIESGO
ES182363522W,0.6831811780660191,0.5026697032132963,0.813917469762627,false,452.3,648.0,0.6665894503473141,69.79938271604938,31,MODERADO,89.47368421052632,0.4,MEDIO_RIESGO
ES182148219L,,0.7773153966366138,0.2822484337007223,false,160.81,1890.0,0.0,8.508465608465608,0,ACTIVO,89.53488372093024,0.2,BAJO_RIESGO
ES182280210E,0.4843310779614404,0.6996352045065669,0.7981372313187245,false,212.6,1620.0,0.6607011712622439,13.123456790123456,31,MODERADO,88.23529411764706,0.4,MEDIO_RIESGO
ES182377153P,,0.2019182456000638,0.326475210066026,false,470.12,4050.0,0.0,11.607901234567901,0,ACTIVO,90.9090909090909,0.2,BAJO_RIESGO
ES182219296B,,0.6960201420721084,0.5797274227921155,false,394.74,2430.0,0.0,16.244444444444444,0,ACTIVO,83.33333333333334,0.2,BAJO_RIESGO
ES182132641J,,0.6758054617232608,0.8128226070575616,false,277.29,2160.0,0.0,12.837500000000002,0,ACTIVO,88.23529411764706,0.2,BAJO_RIESGO
ES182421508H,,0.6161305646473193,0.2392262794694045,false,131.0,702.0,0.0,18.66096866096866,0,ACTIVO,90.42553191489363,0.2,BAJO_RIESGO
ES182305249S,,0.5427847926707321,0.746300213050371,false,161.03,2700.0,0.0,5.964074074074074,0,ACTIVO,66.66666666666666,0.2,BAJO_RIESGO
ES182122532H,,0.4834432453876801,0.5172965813614878,false,193.05,1134.0,0.0,17.023809523809526,0,ACTIVO,91.66666666666666,0.2,BAJO_RIESGO
ES182383742D,,0.6813000938574194,0.3312508645909018,false,348.41,1620.0,0.0,21.506790123456792,31,MODERADO,83.33333333333334,0.4,MEDIO_RIESGO
ES182348510J,,0.6214384406037864,,false,556.63,2700.0,0.0,20.615925925925925,31,MODERADO,85.71428571428571,0.4,MEDIO_RIESGO
ES182308531O,,0.1914750767995893,0.2020866016820394,false,294.19,2970.0,0.0,9.905387205387205,0,ACTIVO,90.10989010989012,0.2,BAJO_RIESGO
ES182304068P,0.2112447975274281,0.5622889699096258,0.5154953751603267,false,693.47,3780.0,0.4296763808657936,18.345767195767195,0,ACTIVO,90.42553191489363,0.2,BAJO_RIESGO
ES182137565D,0.476394576103858,0.7208778218328261,0.8128226070575616,false,168.1,2160.0,0.6700316683314153,7.782407407407407,62,MODERADO,90.9090909090909,0.4,MEDIO_RIESGO
ES182132454N,,0.1983060319646019,0.434733248750173,false,521.48,3240.0,0.0,16.095061728395063,0,ACTIVO,89.65517241379311,0.2,BAJO_RIESGO
ES182105118F,0.5919240174953115,0.6501433131614156,0.445396241560834,false,268.06,3240.0,0.5624878574058537,8.273456790123458,31,MODERADO,90.0,0.4,MEDIO_RIESGO
ES182361590G,0.418306557408021,0.4162370094557444,0.3556387169923543,false,93.47,1080.0,0.39672742795203986,8.65462962962963,31,MODERADO,90.47619047619048,0.4,MEDIO_RIESGO
ES182323701O,,0.7122488579168413,0.2127563054543414,false,593.14,4320.0,0.0,13.730092592592591,0,ACTIVO,90.0,0.2,BAJO_RIESGO
ES182207869I,,0.5030031731002489,0.6801388218428291,false,389.66,2700.0,0.0,14.431851851851855,0,ACTIVO,90.0,0.2,BAJO_RIESGO
ES182220324Q,0.6152454895858313,0.7067548209903063,0.8435435389318647,false,253.04,2160.0,0.7218479498360008,11.714814814814813,0,ACTIVO,89.74358974358975,0.2,BAJO_RIESGO
ES182345972B,,0.6185120404664443,0.722392890081304,false,284.2,2160.0,0.0,13.157407407407407,0,ACTIVO,87.5,0.2,BAJO_RIESGO
ES182122201S,,0.6962560500275486,0.722392890081304,false,334.37,1998.0,0.0,16.735235235235237,0,ACTIVO,0.0,0.6,MEDIO_RIESGO
ES182177052M,,0.6467335481188169,,false,208.6,2430.0,0.0,8.584362139917696,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182321230G,0.5314321862874588,0.7492244017441968,,false,667.12,3780.0,0.0,17.64867724867725,31,MODERADO,88.88888888888889,0.4,MEDIO_RIESGO
ES182364148K,0.7778574858847964,0.6663598082107617,0.5602843280409464,false,713.18,4320.0,0.6681672073788348,16.508796296296296,0,ACTIVO,89.87341772151899,0.2,BAJO_RIESGO
ES182441143C,,0.6430829507529855,0.2176285202779586,false,292.36,1890.0,0.0,15.46878306878307,31,MODERADO,88.0,0.4,MEDIO_RIESGO
ES182345804O,,0.621582473311064,0.4614823912998385,false,278.42,1620.0,0.0,17.186419753086422,31,MODERADO,89.47368421052632,0.4,MEDIO_RIESGO
ES182308335C,0.5158246780712813,0.6921244751563179,0.4507472818545589,true,117.88,810.0,0.5528988116940527,14.553086419753086,0,ACTIVO,87.5,0.2,RIESGO_CONTRATO
ES182397408J,,0.6213561265806405,0.4902575124990026,false,215.89,1620.0,0.0,13.326543209876544,31,MODERADO,90.2439024390244,0.4,MEDIO_RIESGO
ES182217872Q,,0.6177635941899362,0.4507472818545589,false,315.85,2430.0,0.0,12.997942386831276,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182442381G,,0.624996898530984,0.8377468531540618,false,194.13,4320.0,0.0,4.4937499999999995,93,POCO_ACTIVO,89.28571428571429,0.7,ALTO_RIESGO
ES182328655H,0.5292370512317615,0.1429298110247733,0.5709165417729987,true,205.15,1350.0,0.4143611346765111,15.196296296296296,31,MODERADO,88.23529411764706,0.4,MEDIO_RIESGO
ES182206859M,0.7101308288975718,0.5915240827712676,0.4507472818545589,true,522.56,1620.0,0.5841340645077994,32.25679012345679,62,MODERADO,89.36170212765957,0.4,MEDIO_RIESGO
ES182122930E,,0.6153699999307374,0.6722428897082422,false,603.07,2160.0,0.0,27.919907407407408,0,ACTIVO,89.8876404494382,0.2,BAJO_RIESGO
ES182380900U,0.4666589040164154,0.3074548606263867,0.5919766183185521,false,174.1,972.0,0.45536346098711805,17.911522633744855,0,ACTIVO,87.5,0.2,BAJO_RIESGO
ES182129473R,,0.6469933004159818,,true,271.78,2160.0,0.0,12.582407407407405,31,MODERADO,83.33333333333334,0.4,MEDIO_RIESGO
ES182161407M,0.3137152223662513,0.3595448025020179,,false,698.44,2700.0,0.0,25.86814814814815,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182110833J,,0.661132803835001,0.511891801533151,false,324.43,1080.0,0.0,30.039814814814815,31,MODERADO,66.66666666666666,0.4,MEDIO_RIESGO
ES182164449A,0.4457809268950187,0.5329032437237422,0.5370699579791587,false,132.52,1080.0,0.5052513761993066,12.270370370370372,0,ACTIVO,89.8876404494382,0.2,BAJO_RIESGO
ES182405527S,,0.7466063980430816,0.7675231046555077,true,453.55,2700.0,0.0,16.798148148148147,93,POCO_ACTIVO,89.24731182795699,0.7,ALTO_RIESGO
ES182295876Q,,0.2658961159630704,0.1437580534911652,false,263.95,2160.0,0.0,12.219907407407407,31,MODERADO,90.9090909090909,0.4,MEDIO_RIESGO
ES182344277W,0.6548395486641264,0.1596792335026377,,false,358.07,2430.0,0.0,14.735390946502058,62,MODERADO,87.5,0.4,MEDIO_RIESGO
ES182323607P,,0.640665095885569,0.4471785780453068,false,273.29,1296.0,0.0,21.087191358024693,0,ACTIVO,89.47368421052632,0.2,BAJO_RIESGO
ES182163619I,,0.6323629428498493,0.3996756156233169,false,525.47,1620.0,0.0,32.43641975308642,0,ACTIVO,90.2439024390244,0.2,BAJO_RIESGO
ES182438060U,,0.615644282368553,0.4118485559242397,false,263.95,1350.0,0.0,19.55185185185185,0,ACTIVO,90.19607843137256,0.2,BAJO_RIESGO
ES182215405Q,,0.5874229379578526,0.083364197740675,true,443.66,2160.0,0.0,20.539814814814818,0,ACTIVO,87.5,0.2,RIESGO_CONTRATO
ES182165881F,0.3081472919192915,0.1024347917959765,0.3996756156233169,false,272.86,1620.0,0.2700858997795283,16.84320987654321,0,ACTIVO,90.0,0.2,BAJO_RIESGO
ES182418267F,0.4847902942564408,0.5914078358515342,0.7751552674785404,false,396.31,2430.0,0.6171177991955051,16.309053497942386,0,ACTIVO,89.04109589041096,0.2,BAJO_RIESGO
ES182242102L,,0.5311664645577023,0.5531646987710016,false,189.92,1188.0,0.0,15.986531986531984,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182455479H,0.4648926879518535,0.4639611101188614,0.6178261467332483,false,307.64,2970.0,0.5155599816013211,10.358249158249158,0,ACTIVO,85.71428571428571,0.2,BAJO_RIESGO
ES182175051L,0.8369865172537354,0.7504754523973374,0.4258928980051529,false,521.59,3510.0,0.6711182892187418,14.86011396011396,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182195086L,,0.1170433198607522,,false,296.57,1728.0,0.0,17.16261574074074,31,MODERADO,90.0,0.4,MEDIO_RIESGO
ES182317587X,,0.6052339965422155,0.434733248750173,false,323.35,2916.0,0.0,11.088820301783265,31,MODERADO,66.66666666666666,0.4,MEDIO_RIESGO
ES182451884I,,0.2093293075057475,0.0489258667628439,true,138.02,972.0,0.0,14.199588477366257,0,ACTIVO,90.32258064516128,0.2,RIESGO_CONTRATO
ES182313536Y,,0.6447676254430973,0.4311917977993083,false,404.78,2160.0,0.0,18.739814814814814,0,ACTIVO,87.5,0.2,BAJO_RIESGO
ES182335175E,0.4940916711268424,0.6597449704246899,0.5531646987710016,false,317.03,2430.0,0.569000446774178,13.046502057613168,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182310927W,,0.2858978721410488,0.2431864804420123,false,362.45,3240.0,0.0,11.186728395061728,0,ACTIVO,83.33333333333334,0.2,BAJO_RIESGO
ES182261714Q,0.2394604313573577,0.6097234610530256,0.3927738606031339,false,319.68,1890.0,0.4139859176711724,16.914285714285715,31,MODERADO,90.47619047619048,0.4,MEDIO_RIESGO
ES182207813K,,0.0933860642509185,,false,373.57,1620.0,0.0,23.059876543209874,0,ACTIVO,80.0,0.2,BAJO_RIESGO
ES182253879O,,0.5569483571315073,0.511891801533151,false,333.83,1350.0,0.0,24.728148148148147,62,MODERADO,89.47368421052632,0.4,MEDIO_RIESGO
ES182312564H,0.3738015774423058,0.5113765294391047,0.6832688314232291,false,642.98,2160.0,0.5228156461015465,29.767592592592596,31,MODERADO,84.61538461538461,0.4,MEDIO_RIESGO
ES182249129Q,,0.4303502362741782,0.6769925032909132,false,615.87,1620.0,0.0,38.016666666666666,0,ACTIVO,91.11111111111111,0.2,BAJO_RIESGO
ES182186257B,,0.5744553830704497,0.3046721837533529,false,216.0,2430.0,0.0,8.88888888888889,31,MODERADO,89.8876404494382,0.4,MEDIO_RIESGO
ES182137803U,0.8775658022283349,0.7750855804548805,0.5226973172821112,false,809.84,2052.0,0.7251162333217755,39.465886939571156,31,MODERADO,90.0,0.4,MEDIO_RIESGO
ES182440493U,,0.6146813835825793,0.2020866016820394,false,269.03,1026.0,0.0,26.221247563352822,31,MODERADO,84.61538461538461,0.4,MEDIO_RIESGO
ES182343020R,,0.7603012126879221,0.7352209993926424,false,509.0,1620.0,0.0,31.419753086419753,31,MODERADO,90.9090909090909,0.4,MEDIO_RIESGO
ES182368980L,,0.5582537869833152,0.7713615919194317,false,116.96,1026.0,0.0,11.39961013645224,31,MODERADO,83.33333333333334,0.4,MEDIO_RIESGO
ES182124762U,0.6135303284534264,0.7379983200941445,0.722392890081304,false,321.57,1890.0,0.6913071795429583,17.014285714285716,0,ACTIVO,89.33333333333333,0.2,BAJO_RIESGO
ES182103976B,,0.6224462184720984,0.6971469077844458,false,313.2,1080.0,0.0,28.999999999999996,0,ACTIVO,89.8876404494382,0.2,BAJO_RIESGO
ES182100162C,0.5935670746654023,0.5982432424547262,0.2327247762679433,false,218.59,1350.0,0.4748450311293572,16.19185185185185,0,ACTIVO,86.66666666666667,0.2,BAJO_RIESGO
ES182220489O,,0.4132857635402992,0.6706517530862718,false,314.6,2430.0,0.0,12.946502057613168,31,MODERADO,85.71428571428571,0.4,MEDIO_RIESGO
ES182411262V,0.491667931428926,0.422882996736408,,false,90.72,810.0,0.0,11.200000000000001,0,ACTIVO,85.71428571428571,0.2,BAJO_RIESGO
ES182341529E,0.2982556650954876,0.5986688909486496,0.6610235391308081,false,416.77,1890.0,0.5193160317249818,22.05132275132275,0,ACTIVO,87.5,0.2,BAJO_RIESGO
ES182447570F,0.8274994536943133,0.6739149471808975,0.2636468134452008,false,167.08,1620.0,0.5883537381068039,10.313580246913581,62,MODERADO,90.47619047619048,0.4,MEDIO_RIESGO
ES182370536F,0.4163655845924304,0.2988719943690027,,false,189.22,1350.0,0.0,14.016296296296296,31,MODERADO,90.9090909090909,0.4,MEDIO_RIESGO
ES182202149L,0.5203247002734087,0.5409988116661525,0.6212263380626669,false,283.5,1620.0,0.5608499500007427,17.5,0,ACTIVO,90.47619047619048,0.2,BAJO_RIESGO
ES182221275C,,0.5618745085942024,0.5673792367572691,false,155.25,2052.0,0.0,7.565789473684211,31,MODERADO,90.32258064516128,0.4,MEDIO_RIESGO
ES182113411A,0.288073928158548,0.6556391259619215,0.622922000268356,true,391.23,1188.0,0.5222116847962751,32.93181818181819,31,MODERADO,89.1566265060241,0.4,MEDIO_RIESGO
ES182325468W,,0.6024510647137963,0.6413682574954046,false,272.86,1620.0,0.0,16.84320987654321,0,ACTIVO,89.77272727272727,0.2,BAJO_RIESGO
ES182272051I,0.8650055257096703,0.6494317070220861,0.746300213050371,false,610.42,3510.0,0.7535791485940425,17.390883190883187,31,MODERADO,86.66666666666667,0.4,MEDIO_RIESGO
ES182389226L,,0.593577837873483,0.5673792367572691,false,334.96,1350.0,0.0,24.811851851851852,0,ACTIVO,84.61538461538461,0.2,BAJO_RIESGO
ES182407169S,0.7833720771276138,0.6443066999607989,0.5602843280409464,false,160.81,1620.0,0.6626543683764531,9.926543209876543,0,ACTIVO,75.0,0.2,BAJO_RIESGO
ES182290710A,0.542486673293085,0.4289676932051089,0.6178261467332483,false,571.97,2430.0,0.5297601710771475,23.53786008230453,0,ACTIVO,89.58333333333334,0.2,BAJO_RIESGO
ES182240057V,0.4889176774052324,0.2827164752782254,0.6195277080511546,false,400.73,2430.0,0.46372062024487076,16.490946502057614,93,POCO_ACTIVO,88.88888888888889,0.7,ALTO_RIESGO
ES182252109D,0.8567346949304759,0.5442008550994755,0.2940831009471255,false,419.42,2430.0,0.565006216992359,17.26008230452675,31,MODERADO,85.71428571428571,0.4,MEDIO_RIESGO
ES182260343W,,0.662014087234755,0.7091891096653581,false,200.56,1620.0,0.0,12.380246913580246,0,ACTIVO,90.0,0.2,BAJO_RIESGO
ES182117945I,,0.5345793780795127,,true,401.76,1350.0,0.0,29.759999999999998,93,POCO_ACTIVO,66.66666666666666,0.7,ALTO_RIESGO
ES182189909E,0.1956134657668296,0.4128722325033985,0.4578995512067301,false,615.28,2160.0,0.3554617498256527,28.485185185185184,31,MODERADO,85.71428571428571,0.4,MEDIO_RIESGO
ES182394603E,0.6092059631401835,0.6020634352565036,0.178760465484575,false,278.05,1890.0,0.4633432879604207,14.711640211640212,31,MODERADO,90.0,0.4,MEDIO_RIESGO
ES182189539P,0.2046888026152167,0.670981659610087,0.1455428133497032,true,264.22,1620.0,0.34040442519166897,16.309876543209878,0,ACTIVO,83.33333333333334,0.2,RIESGO_CONTRATO
