CLIENT_ID,TOTAL_TRANSACCIONES,DIAS_CON_ACTIVIDAD,GASTO_PROMEDIO_DIARIO,GASTO_VARIABILIDAD,DIAS_DESDE_ULTIMA_ACTIVIDAD,SEGMENTO_ACTIVIDAD,GASTO_TOTAL,SALDO_PROMEDIO,LIMITE_MAXIMO,GASTO_POR_TRANSACCION,PORCENTAJE_USO_LIMITE,TOTAL_INCOME,AMOUNT_PRODUCT,NUMBER_OF_PRODUCTS,NAME_PRODUCT_TYPE,RENTABILIDAD_ESTIMADA,RANK_VALOR,SEGMENTO_VALOR,CLIENTE_DIGITAL,TASA_RETENCION,OWN_INSURANCE_CAR,SCORE_PROMEDIO,RATIO_DEUDA_INGRESO,NON_COMPLIANT_CONTRACT,CAR_AGE,OPORTUNIDAD_CROSS_SELLING,OPORTUNIDAD_ENGAGEMENT,OPORTUNIDAD_UP_SELLING
ES182101048O,20,20,666.9,885.2802054181846,0,ACTIVO,13338.0,1225.681,2970.0,666.9,41.26872053872054,2430.0,12356.17,5.0,PRODUCT 1,-10908.0,0.041850363774568355,A - ALTO VALOR,NO,90.0,false,0.0,13.477777777777778,false,6.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101054Y,96,96,36.28125,150.09096912592008,0,ACTIVO,3483.0,1070.166979166667,2160.0,36.28125,49.54476755401237,1350.0,5454.0,3.0,PRODUCT 1,-2133.0,0.31008795743294604,B - VALOR MEDIO,NO,89.58333333333334,false,0.0,15.768148148148148,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101074V,16,16,170.4375,317.28829556099294,0,ACTIVO,2727.0,1477.2381249999999,4320.0,170.4375,34.195326967592585,2079.0,9183.13,2.0,PRODUCT 1,-648.0,0.38062764686719514,B - VALOR MEDIO,NO,87.5,false,0.5502643809992689,22.62866762866763,false,14.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101111Q,79,79,3.4426582278481015,30.375340272816473,31,MODERADO,271.97,8.018987341772151,2160.0,3.4426582278481015,0.3712494139709329,2700.0,10258.76,2.0,PRODUCT 1,2428.0299999999997,0.6674557498099685,C - BAJO VALOR,SI,89.87341772151899,false,0.0,19.45814814814815,false,5.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182101138I,79,79,16.08379746835443,122.26949163791575,0,ACTIVO,1270.62,31.980126582278483,1080.0,16.08379746835443,2.9611228316924523,2430.0,7680.96,5.0,PRODUCT 1,1159.38,0.5652079487457922,C - BAJO VALOR,NO,89.87341772151899,false,0.0,11.979835390946503,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101205P,7,7,616.5114285714286,717.7989463034099,0,ACTIVO,4315.58,171.65714285714287,1620.0,616.5114285714286,10.596119929453264,1080.0,5559.41,2.0,PRODUCT 1,-3235.58,0.2578347268976002,B - VALOR MEDIO,NO,85.71428571428571,false,0.313357399588172,25.17962962962963,false,16.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101216N,92,92,50.88913043478261,244.79434268427153,93,POCO_ACTIVO,4681.8,314.7959782608694,1350.0,50.88913043478261,23.318220611916253,1620.0,6222.74,1.0,PRODUCT 1,-3061.8,0.2366380714518406,B - VALOR MEDIO,NO,90.21739130434783,false,0.597536579413534,16.369753086419752,false,5.0,ALTA_OPORTUNIDAD,MIGRACION_DIGITAL,NO_APLICA
ES182101221D,14,14,517.4492857142857,777.8778649580911,31,MODERADO,7244.29,2511.4078571428568,4860.0,517.4492857142857,51.675058788947666,648.0,3917.27,3.0,PRODUCT 1,-6596.29,0.13599739385383863,A - ALTO VALOR,NO,85.71428571428571,false,0.3802731747925865,23.02469135802469,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101232V,87,87,27.011149425287353,232.23417436969757,31,MODERADO,2349.97,508.7595402298849,2160.0,27.011149425287353,23.55368241805023,2268.0,15460.2,0.0,PRODUCT 1,-81.9699999999998,0.4253013356499077,B - VALOR MEDIO,NO,89.65517241379311,false,0.0,20.0,false,9.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101379H,93,93,125.16139784946235,433.9433432428292,0,ACTIVO,11640.01,1426.1566666666668,6480.0,125.16139784946236,22.008590534979426,2700.0,17754.5,1.0,PRODUCT 1,-8940.01,0.057161472472581173,A - ALTO VALOR,SI,90.32258064516128,false,0.39111927390132606,17.691851851851855,false,9.0,ALTA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101403F,37,37,99.8027027027027,262.53491010878116,0,ACTIVO,3692.7000000000003,309.7221621621622,5130.0,99.8027027027027,6.037469047995364,2160.0,13392.0,3.0,PRODUCT 1,-1532.7000000000003,0.2942990552720165,B - VALOR MEDIO,NO,89.1891891891892,false,0.0,18.2,false,1.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101432N,80,80,0.0,0.0,93,POCO_ACTIVO,0.0,0.0,1080.0,0.0,0.0,1890.0,7551.9,3.0,PRODUCT 1,1890.0,0.6871755890976219,C - BAJO VALOR,SI,90.0,false,0.0,19.305820105820107,false,16.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101483K,96,96,0.1125,1.1022703842524302,0,ACTIVO,10.8,0.08104166666666666,810.0,0.1125,0.010005144032921812,1890.0,7680.96,3.0,PRODUCT 1,1879.2,0.6858073623629058,C - BAJO VALOR,NO,89.58333333333334,false,0.0,12.842857142857142,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101520Y,8,8,440.4075,843.523477389422,31,MODERADO,3523.26,2959.2075,3240.0,440.4075,91.33356481481482,1890.0,6192.83,6.0,PRODUCT 1,-1633.2600000000002,0.3062438918449343,B - VALOR MEDIO,SI,87.5,false,0.371352317877975,16.728571428571428,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101635O,42,42,17.115000000000002,88.61661329817917,0,ACTIVO,718.83,5.784285714285709,3240.0,17.115000000000002,0.17852733686067004,2700.0,7560.0,,PRODUCT 1,1981.17,0.6264523835378434,C - BAJO VALOR,NO,90.47619047619048,false,0.0,15.634074074074075,false,8.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101755X,9,9,0.0,0.0,31,MODERADO,0.0,0.0,7020.0,0.0,0.0,1350.0,2700.0,1.0,PRODUCT 1,1350.0,0.6871755890976219,C - BAJO VALOR,NO,88.88888888888889,false,0.6937633883065736,19.4837037037037,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182101815T,11,11,243.36727272727273,288.8996103524859,0,ACTIVO,2677.04,1901.9190909090905,2160.0,243.36727272727273,88.05180976430975,1512.0,2133.22,3.0,PRODUCT 1,-1165.04,0.39072646324248017,B - VALOR MEDIO,SI,90.9090909090909,false,0.3393378141017604,9.532407407407408,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101852U,22,22,0.0,0.0,62,MODERADO,0.0,0.0,2160.0,0.0,0.0,3510.0,12296.88,4.0,PRODUCT 1,3510.0,0.6871755890976219,C - BAJO VALOR,NO,90.9090909090909,false,0.0,15.476923076923077,false,64.5,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101856Y,42,42,164.44285714285715,664.9937341142019,0,ACTIVO,6906.6,3913.595952380953,4320.0,164.44285714285715,90.59249889770724,1890.0,5254.52,,PRODUCT 1,-5016.6,0.14603105657508958,A - ALTO VALOR,NO,90.47619047619048,false,0.0,13.374074074074075,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182101985Z,16,16,612.714375,2160.192381549905,0,ACTIVO,9803.43,2797.123125,9180.0,612.714375,30.469750816993464,3672.0,10572.66,4.0,PRODUCT 1,-6131.43,0.08289716581604951,A - ALTO VALOR,NO,87.5,false,0.0,13.383714596949892,false,12.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182102006T,11,11,0.0,0.0,31,MODERADO,0.0,0.0,1080.0,0.0,0.0,1350.0,3056.4,1.0,PRODUCT 1,1350.0,0.6871755890976219,C - BAJO VALOR,NO,90.9090909090909,false,0.0,14.856296296296295,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182102044C,96,96,15.46875,70.27044795120604,0,ACTIVO,1485.0,195.10520833333342,540.0,15.46875,36.13059413580248,1620.0,5400.0,3.0,PRODUCT 1,135.0,0.5417960690628733,C - BAJO VALOR,NO,89.58333333333334,false,0.0,21.4,false,19.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182102135C,19,19,615.652105263158,1593.7866294372968,31,MODERADO,11697.389999999998,8460.455263157895,9180.0,615.6521052631578,92.16182203875704,4320.0,14841.79,,PRODUCT 1,-7377.389999999998,0.05661852535563036,A - ALTO VALOR,NO,89.47368421052632,false,0.0,10.044907407407408,true,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182102376L,10,10,253.04700000000003,434.38613483218415,31,MODERADO,2530.4700000000003,2096.396,2160.0,253.04700000000003,97.05537037037037,1620.0,5940.0,3.0,PRODUCT 1,-910.4700000000003,0.40582039309371265,B - VALOR MEDIO,NO,90.0,false,0.0,29.06666666666667,true,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182102540U,96,96,1.670625,11.513350311474799,0,ACTIVO,160.38,126.5278125000001,1620.0,1.670625,7.810358796296302,1350.0,8292.24,1.0,PRODUCT 1,1189.62,0.6757519817569768,C - BAJO VALOR,NO,89.58333333333334,false,0.0,19.928148148148146,false,13.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182102600E,16,16,490.63,1009.6553174227331,0,ACTIVO,7850.08,4946.933124999999,10800.0,490.63,45.804936342592576,3780.0,9284.17,1.0,PRODUCT 1,-4070.08,0.12005646650016288,A - ALTO VALOR,NO,87.5,false,0.653864438385054,10.86005291005291,false,9.0,ALTA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182102639J,18,18,0.0,0.0,93,POCO_ACTIVO,0.0,0.0,2700.0,0.0,0.0,3780.0,12291.48,5.0,PRODUCT 1,3780.0,0.6871755890976219,C - BAJO VALOR,NO,88.88888888888889,false,0.4589541374894676,9.36005291005291,false,3.0,BAJA_OPORTUNIDAD,MIGRACION_DIGITAL,NO_APLICA
ES182102739R,11,11,0.0,0.0,0,ACTIVO,0.0,0.0,540.0,0.0,0.0,2160.0,2445.12,7.0,PRODUCT 1,2160.0,0.6871755890976219,C - BAJO VALOR,SI,90.9090909090909,false,0.0,6.569907407407408,false,21.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182102798G,22,22,281.5490909090909,537.4745912037241,0,ACTIVO,6194.08,4301.529545454545,5400.0,281.5490909090909,79.65795454545453,1620.0,6540.48,4.0,PRODUCT 1,-4574.08,0.17037680529916385,A - ALTO VALOR,NO,90.9090909090909,false,0.0,15.219753086419754,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182102888Q,76,76,49.65,198.95525024487287,31,MODERADO,3773.3999999999996,1422.6973684210532,2160.0,49.65,65.86561890838209,1350.0,6005.12,5.0,PRODUCT 1,-2423.3999999999996,0.2893256596807471,B - VALOR MEDIO,NO,89.47368421052632,false,0.0,23.4037037037037,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182102894Q,12,12,0.0,0.0,31,MODERADO,0.0,0.0,10800.0,0.0,0.0,4320.0,18426.64,,PRODUCT 1,4320.0,0.6871755890976219,C - BAJO VALOR,NO,83.33333333333334,false,0.0,12.471296296296295,false,7.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182103087C,5,5,402.87800000000004,435.9464855002275,0,ACTIVO,2014.3899999999999,625.592,1620.0,402.878,38.61679012345679,2160.0,3056.4,0.0,PRODUCT 1,145.61000000000013,0.4706048430882832,B - VALOR MEDIO,NO,80.0,false,0.0,16.792592592592595,false,9.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182103165N,6,6,1150.2083333333333,2602.1643247605766,0,ACTIVO,6901.25,6556.528333333333,6480.0,1150.2083333333333,101.18099279835391,2079.0,10874.74,3.0,PRODUCT 1,-4822.25,0.14620479965251384,A - ALTO VALOR,SI,83.33333333333334,false,0.3264754346986481,20.742664742664743,false,1.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182103329J,95,95,30.608736842105262,185.76409552911232,31,MODERADO,2907.8300000000004,171.11463157894738,2160.0,30.608736842105266,7.921973684210528,1620.0,2047.68,6.0,PRODUCT 1,-1287.8300000000004,0.36260180258442826,B - VALOR MEDIO,NO,89.47368421052632,false,0.0,10.083333333333332,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182103412E,109,95,28.25889908256881,105.19008404840302,31,MODERADO,3080.2200000000003,389.38394495412854,2430.0,28.25889908256881,16.0240306565485,1620.0,8100.0,2.0,PRODUCT 1,-1460.2200000000003,0.3448582908024758,B - VALOR MEDIO,NO,89.47368421052632,false,0.6285884338396964,19.469753086419754,false,4.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182103599A,96,96,17.04375,141.3072597028788,0,ACTIVO,1636.2,136.4165625,2160.0,17.04375,6.315581597222223,2160.0,3753.22,1.0,PRODUCT 1,523.8,0.5165164512976436,C - BAJO VALOR,NO,89.58333333333334,false,0.38487725779222864,9.497685185185185,false,15.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182103610P,19,19,0.0,0.0,31,MODERADO,0.0,0.0,540.0,0.0,0.0,1944.0,9056.88,2.0,PRODUCT 1,1944.0,0.6871755890976219,C - BAJO VALOR,NO,89.47368421052632,false,0.5724320009493223,13.70267489711934,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182103704X,1,1,0.0,,31,MODERADO,0.0,0.0,3510.0,0.0,0.0,972.0,3582.14,1.0,PRODUCT 1,972.0,0.6871755890976219,C - BAJO VALOR,NO,0.0,false,0.4663126054638645,21.15534979423868,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182103836M,2,2,1188.405,497.27284386943955,0,ACTIVO,2376.81,1779.25,2430.0,1188.405,73.2201646090535,810.0,6540.48,0.0,PRODUCT 1,-1566.81,0.4222173960256271,B - VALOR MEDIO,NO,50.0,false,0.0,37.83333333333333,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182103910U,14,14,0.0,0.0,31,MODERADO,0.0,0.0,2700.0,0.0,0.0,864.0,9703.8,2.0,PRODUCT 1,864.0,0.6871755890976219,C - BAJO VALOR,NO,85.71428571428571,false,0.39779524123498394,36.23148148148148,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182103928I,72,72,10.900555555555556,92.49428102440832,0,ACTIVO,784.84,174.59625000000003,810.0,10.900555555555556,21.555092592592594,1620.0,3240.0,,PRODUCT 1,835.16,0.6226083179498317,C - BAJO VALOR,NO,88.88888888888889,false,0.0,11.166666666666666,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182103976B,89,89,29.912359550561796,151.02689090795653,0,ACTIVO,2662.2000000000003,1187.8624719101124,1890.0,29.9123595505618,62.849866238630284,1080.0,5428.62,1.0,PRODUCT 1,-1582.2000000000003,0.3920946899771962,B - VALOR MEDIO,NO,89.8876404494382,false,0.0,28.999999999999996,false,9.0,ALTA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182103977X,6,6,288.61333333333334,368.187494609291,31,MODERADO,1731.68,643.14,1080.0,288.61333333333334,59.550000000000004,972.0,2227.82,,PRODUCT 1,-759.6800000000001,0.5034422847214681,C - BAJO VALOR,NO,83.33333333333334,false,0.0,11.305555555555555,true,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182104011G,17,17,0.0,0.0,0,ACTIVO,0.0,0.0,1350.0,0.0,0.0,1620.0,5400.0,2.0,PRODUCT 1,1620.0,0.6871755890976219,C - BAJO VALOR,NO,88.23529411764706,false,0.0,17.116666666666667,false,7.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182104041J,8,8,73.25750000000001,123.01532758737251,0,ACTIVO,586.06,523.75625,540.0,73.2575,96.99189814814815,2430.0,2700.0,,PRODUCT 1,1843.94,0.6364426104897383,C - BAJO VALOR,NO,87.5,false,0.0,8.777777777777779,true,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182104083A,1,1,0.0,,0,ACTIVO,0.0,0.0,3240.0,0.0,0.0,1188.0,2970.0,,PRODUCT 2,1188.0,0.6871755890976219,C - BAJO VALOR,NO,0.0,false,0.0,12.5,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182104153D,12,12,39.053333333333335,135.2847150765131,31,MODERADO,468.64,0.0,1350.0,39.053333333333335,0.0,1242.0,12083.04,2.0,PRODUCT 1,773.36,0.6547507872733196,C - BAJO VALOR,SI,83.33333333333334,false,0.5337041366971583,38.7085346215781,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182104201G,9,9,0.0,0.0,31,MODERADO,0.0,0.0,1620.0,0.0,0.0,2430.0,9445.57,2.0,PRODUCT 1,2430.0,0.6871755890976219,C - BAJO VALOR,NO,88.88888888888889,false,0.0,14.026748971193417,false,1.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182104339H,7,7,81.66,216.05205206153448,0,ACTIVO,571.62,0.0,1620.0,81.66,0.0,2700.0,8100.0,,PRODUCT 1,2128.38,0.6378108372244543,C - BAJO VALOR,NO,85.71428571428571,false,0.0,9.154074074074074,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182104356K,44,44,312.9284090909091,548.4902106605308,31,MODERADO,13768.85,2433.6749999999997,3240.0,312.9284090909091,75.11342592592591,1404.0,5442.17,5.0,PRODUCT 1,-12364.85,0.038701270496253666,A - ALTO VALOR,NO,90.9090909090909,false,0.5890908306464332,23.534900284900285,false,20.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182104380H,37,37,0.0,0.0,31,MODERADO,0.0,0.0,1350.0,0.0,0.0,1620.0,3164.24,,PRODUCT 1,1620.0,0.6871755890976219,C - BAJO VALOR,NO,89.1891891891892,false,0.0,11.003086419753085,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182104403H,2,2,0.0,0.0,31,MODERADO,0.0,0.0,2970.0,0.0,0.0,2430.0,1650.46,0.0,PRODUCT 1,2430.0,0.6871755890976219,C - BAJO VALOR,NO,50.0,false,0.0,7.2711934156378595,false,9.0,MEDIA_OPORTUNIDAD,SEGURO_AUTOMOVIL,PRODUCTOS_PREMIUM
ES182104406H,36,36,0.0,0.0,93,POCO_ACTIVO,0.0,0.0,1620.0,0.0,0.0,2700.0,11655.36,1.0,PRODUCT 1,2700.0,0.6871755890976219,C - BAJO VALOR,NO,88.88888888888889,false,0.0,23.054074074074073,false,23.0,MEDIA_OPORTUNIDAD,MIGRACION_DIGITAL,PRODUCTOS_PREMIUM
ES182104487X,21,21,644.4961904761905,1275.4774956559454,0,ACTIVO,13534.42,5294.0142857142855,8100.0,644.4961904761905,65.35820105820106,3510.0,7575.98,7.0,PRODUCT 1,-10024.42,0.04028667607775003,A - ALTO VALOR,NO,90.47619047619048,false,0.43718812537202867,12.096866096866098,false,2.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
ES182104571X,8,8,0.0,0.0,0,ACTIVO,0.0,0.0,2160.0,0.0,0.0,1890.0,13366.08,4.0,PRODUCT 1,1890.0,0.6871755890976219,C - BAJO VALOR,NO,87.5,false,0.0,36.19153439153439,false,9.0,BAJA_OPORTUNIDAD,SEGURO_AUTOMOVIL,NO_APLICA
